,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
966,2SeENh2LRR9t2xJSfXwtUX,75 and Sunny,Ryan Montbleau,44,2009-09-01,False,0.794,0.385,8,-12.81,1,0.0708,1.52e-05,0.665,0.675,119.732,377600,4
967,3psNt25eNs1dLTu5Pey0zk,Girl Is a Queen,Splash,22,2014-07-01,False,0.738,0.748,0,-3.952,1,0.142,0.0,0.0651,0.966,128.052,167344,4
968,0HOvoZ4m0aJp6vY4fVrI51,All Your Favorite Bands,Dawes,51,2015-06-01,False,0.427,0.396,7,-7.725,1,0.777,2e-06,0.102,0.369,133.131,215360,4
969,7MS9YEgNTfgrpTY1v75RsF,The Changing Man/While It Still Beats (Ouroboros Part 1),Ray LaMontagne,20,2016-07-01,False,0.36,0.626,1,-6.457,1,0.153,0.00576,0.242,0.249,126.599,231506,3
970,5VXK0SX4IXRI1K9lkIWCEV,Cloudline,JOSEPH,33,2014-03-12,False,0.518,0.628,1,-5.713,0,0.553,0.0311,0.135,0.287,78.121,214008,4
971,5loHxmUIGJEJCWKZcHPLuE,Elevator Operator,Courtney Barnett,0,2015-03-23,False,0.682,0.769,1,-7.197,1,0.000766,0.00898,0.36,0.769,131.693,194947,4
972,0ADv31kSJhI1VSCQqBbXUU,Oh Sweet Nuthin',Hollis Brown,0,2014-05-20,False,0.503,0.556,5,-6.666,1,0.195,2.08e-05,0.138,0.527,141.495,467027,4
973,1Gox610niWmJiLBgT93BgV,Southern Grammar (Live at WXPN),Hiss Golden Messenger,0,2016-01-16,False,0.572,0.616,5,-4.726,0,0.191,0.0248,0.331,0.776,91.456,308507,4
974,6sUIG0vslGX2NHTskat324,Feeling Like a King,The O'My's,0,2013-10-14,False,0.716,0.46,0,-9.452,1,0.376,1.37e-05,0.0967,0.326,78.991,176203,4
975,5mja4T6Dn4PTMpve8NZvdr,Going to California,Pressing Strings,0,2015-08-21,False,0.559,0.542,2,-9.537,1,0.152,0.126,0.124,0.324,81.996,321692,4
976,22ojTkfbwYxyMJwOPhDvUV,The Perfect Parts,Shakey Graves,50,2014-07-10,False,0.534,0.657,0,-6.112,1,0.0495,0.000301,0.14,0.282,124.737,236440,4
977,4xEBPQanzyLffvV2vP2NA3,One Track Mind,Spanish Gold,0,2014-05-27,False,0.585,0.686,2,-7.973,0,0.235,6.19e-05,0.111,0.935,174.242,272533,4
978,3FYVkmrVYbEo17vXmb5x2A,Sleeping on the Blacktop,Colter Wall,0,2015-06-02,False,0.566,0.308,2,-14.468,0,0.819,0.272,0.11,0.461,83.031,192476,4
979,2p4jcOrYpJn3f6FF8GZlIU,Reelin,Iration,56,2015-08-28,False,0.654,0.733,6,-4.889,0,0.00757,0.0,0.112,0.893,146.924,272747,4
980,2h2yLxi9TmjIDpxfwq2Phk,Vaporize,Amos Lee,0,2016-06-03,False,0.59,0.704,8,-5.687,1,0.0384,0.000627,0.107,0.344,135.94,232600,4
981,5V5K8gCKDkExzeFiQpwKdi,Fever,Fantastic Negrito,0,2014-03-01,False,0.663,0.58,10,-7.455,0,0.498,0.000961,0.163,0.475,140.068,267861,4
982,04wrnpT0QumuU3GPWbf0VV,"Should I Stay Or Should I Go - From The TV Show ""Wicked City""",KT Tunstall,32,2015-01-01,False,0.457,0.463,4,-8.929,1,0.614,2.47e-05,0.106,0.301,103.115,243653,4
983,6xCdVRdkFMrf1I2YanvcFv,Midnight Special,Willie Watson,0,2014-05-06,False,0.599,0.269,11,-9.321,1,0.758,0.0,0.0768,0.494,123.566,278633,4
984,6rAcln9T5vEL3SSWWsFWIy,Make It Better,Aaron Kamm and the One Drops,43,2015-01-22,False,0.51,0.529,8,-6.983,0,0.123,3.05e-06,0.101,0.652,189.136,397267,3
985,3ZcC7u9G26MSB5zJ3eNUGR,Satisfy,MOONZz,28,2015-08-28,False,0.488,0.725,4,-6.133,0,0.101,2.66e-05,0.118,0.51,83.341,202192,4
986,2AVHUAhi4y7USruiDOhmNb,I Want You,Marian Hill,34,2016-06-24,False,0.764,0.343,5,-9.004,0,0.417,3.32e-05,0.228,0.378,173.934,212493,4
987,3AP8FXDHalfW4YUCMhRXel,White Washed Walls,Yes Nice,4,2014-09-23,False,0.945,0.702,5,-8.973,1,0.26,0.131,0.095,0.964,99.993,207413,4
988,11je301F3XSDfB9cGriUWa,I Just Want You,Caleb Hawley,34,2014-01-28,False,0.531,0.452,0,-6.835,0,0.447,2.24e-05,0.0896,0.49,82.158,215973,3
989,6AzR3R2c80MZueU6pepCWi,"Cry, Cry, Cry",Judith Hill,0,2015-11-11,False,0.465,0.58,11,-4.394,1,0.456,0.0,0.0683,0.446,180.58,306098,3
990,4MH8KkHlyNieJMZcEuqq3N,LOVE 3X - RAC Mix,RAC,19,2015-01-01,True,0.653,0.735,5,-4.611,1,0.00219,0.0123,0.399,0.426,79.994,192280,4
991,0ekMFsKyfkzbW1STYoNAIG,"10,000 Emerald Pools - The Young Professionals Remix",Johnny Goldstein,22,2015-06-29,False,0.426,0.562,6,-7.916,1,0.0766,8.02e-05,0.0801,0.217,131.298,251747,4
992,4gB5Idv1iw8jgxyEvuwPVA,Hey Mami,Sylvan Esso,0,2014-05-13,False,0.768,0.749,2,-5.814,1,0.306,1.21e-05,0.397,0.605,119.931,200160,4
993,3360mf35g8vC0UQnYUaE2j,Say You Want Me (feat. Cailin Russo),Cailin Russo,25,2013-10-15,True,0.498,0.478,2,-10.881,0,0.324,0.0,0.104,0.439,147.906,241853,4
994,3mKNGfYzRqXyChjkoYeHJI,Weary Blues,Madeleine Peyroux,39,2004-01-01,False,0.586,0.294,9,-11.368,0,0.948,0.0114,0.099,0.0689,92.795,218667,3
995,1XMQ4v75bj65rHBCDwaBGc,I Had a Real Good Lover,The Shouting Matches,43,2013-08-27,False,0.491,0.382,4,-14.021,1,0.408,0.0128,0.156,0.251,142.555,392107,3
996,3E3I7DBGCIsIgT1a1UJEFK,Budding Trees,Nahko And Medicine For The People,48,2013-05-21,False,0.603,0.562,4,-7.66,1,0.549,0.0,0.225,0.592,116.02,384250,4
997,2zMXaBISwWgCM7zvYmk2h4,Down On The Bottom,The New Basement Tapes,47,2014-08-19,False,0.436,0.417,0,-8.883,1,0.127,0.0541,0.112,0.573,148.33,268827,4
998,0ZWgZdnoaykKWBSv4Uweqc,Demon,Kandle,0,2014-03-04,False,0.487,0.895,0,-4.378,1,0.0221,0.436,0.14,0.746,91.02,209373,4
999,2CU9pGd7lq4fSHiFwjs842,Catfish Blues - Live,Gary Clark Jr.,50,2014-09-19,False,0.311,0.67,9,-5.074,1,0.353,0.22,0.14,0.289,127.818,480133,4
1000,6kuImRoOCCTzOVcPpQEjdU,"Love, Sex, And Fancy Things",The Floozies,0,2014-01-29,True,0.835,0.78,0,-3.989,0,0.145,0.0207,0.0725,0.946,89.986,320027,4
1001,1EchZuzbnKz69m22lJTKxR,Graceland,Allan Rayman,0,2015-08-07,False,0.664,0.604,6,-8.84,1,0.0263,0.000173,0.247,0.467,75.015,286100,4
1002,41TZOywyOWvavQ5qOMKiQ0,Thinking About Your Face,Jeremy Joshua,0,2015-11-06,False,0.883,0.596,3,-6.121,0,0.000705,0.245,0.119,0.883,127.985,467292,4
1003,3YYWRLag07rQGmsogEwkz5,Brooklyn Streets,The Gold Magnolias,26,2015-07-17,False,0.696,0.752,6,-4.304,1,0.357,0.197,0.143,0.354,110.013,220172,4
1004,57hUSbt30QpIPzKV3PXjlj,Bang Bang (My Baby Shot Me Down),Monophonics,0,2012-05-15,False,0.259,0.733,4,-4.918,0,0.0703,0.0262,0.476,0.343,158.267,212373,4
1005,4v0SA7SC65KJ9ToJm15qCk,Addicted To Love,Skylar Grey,30,2015-03-10,False,0.411,0.285,2,-10.421,1,0.278,2e-05,0.113,0.047,110.428,203600,4
1006,2aqBvf4lxYnJ112aqVXEFA,The Hop (feat. Bajka),Bajka,0,2006-09-26,False,0.829,0.459,8,-8.939,1,0.262,0.316,0.114,0.383,90.613,214080,4
1007,5sjEQjDkEYOr1RB6n5acXD,Lemon Eyes,MEG MYERS,47,2015-09-18,False,0.776,0.566,0,-7.561,1,0.366,0.0,0.451,0.652,139.937,219827,4
1008,5WSb6ivWVk3QYvgKVcsEmT,Confidence,Conner Youngblood,18,2014-04-01,False,0.597,0.525,4,-11.464,1,0.219,0.929,0.125,0.142,136.01,250123,4
1009,7lNQ4YZEAZc1nvfSNPzSvU,River,Bishop Briggs,0,2016-04-29,False,0.728,0.486,2,-6.653,0,0.266,1.58e-06,0.098,0.558,62.46,214333,4
1010,7FWAqXsbffSN3k5Z00TzEu,Waiting on June,Holly Williams,35,2013-02-05,False,0.467,0.388,1,-7.328,1,0.833,0.0,0.105,0.542,158.552,419093,4
1011,1Z8hq9FdvgWv5T9jFMB1v2,Tokyo Sunrise,LP,0,2014-05-30,False,0.422,0.7,1,-5.221,1,0.0721,2.56e-05,0.156,0.138,159.953,264267,4
1012,62fCkqJnHL7YgxmxZimlLI,No Diablo,Umphrey's McGee,44,2014-06-10,False,0.647,0.56,3,-7.126,1,0.301,0.0,0.0616,0.71,166.027,253147,4
1013,6MC1qVHAzM2Bzx0jEPxvHU,The Ticket,ALO,32,2015-10-02,False,0.693,0.838,4,-6.94,0,0.0885,0.0252,0.121,0.728,115.012,350680,4
1014,0hWGmDivdTeiY3fvQS1uYx,For You,Serena Ryder,0,2013-08-27,False,0.567,0.733,6,-6.2,1,0.0332,0.000679,0.163,0.474,112.456,244960,3
1015,7wQB9MXmWvzrieBO481NW3,Evil Friends (feat. Danny Brown) - Jake One Remix,Jake One,37,2014-08-12,False,0.793,0.7,0,-6.641,0,0.273,0.0,0.174,0.892,140.058,232251,4
1016,3yef3gm01US0O7BgXwGcyR,The Boys of Summer,Roadkill Ghost Choir,0,2015-04-19,False,0.516,0.876,2,-6.681,1,0.0448,0.151,0.205,0.522,147.901,392106,4
1017,5ke9Y5BL0wbGOg4pshd1B0,Crazy Woman,Joseph LeMay,36,2014-05-20,False,0.647,0.706,4,-7.405,1,0.46,0.000408,0.381,0.741,98.571,122750,4
1018,70DimBY5ubpVGAWOGBnGuF,You Can't Hide,Maktub,46,2002-04-24,False,0.639,0.638,4,-6.023,1,0.113,0.0,0.147,0.844,104.178,209933,4
1019,5a80nAhxT3kuRMQHg2Ip3d,Your Love Will Blow Me Away When My Heart Aches,Son Little,0,2014-11-10,False,0.52,0.489,5,-4.373,0,0.666,0.0,0.0852,0.495,137.239,182900,4
1020,0NeJjNlprGfZpeX2LQuN6c,River,Leon Bridges,0,2015-06-15,False,0.658,0.179,8,-10.866,1,0.689,0.0,0.17,0.191,128.128,238560,4
1021,4FLvLFbHy7o6R0fC6X2VNr,You Send Me,Caught A Ghost,0,2014-05-15,False,0.618,0.314,6,-10.082,0,0.56,0.724,0.0739,0.1,64.991,170986,4
1022,2itAIOrY1zj0iPzFsa72TN,Elvis Presley Blues,Tom Jones,0,2015-10-09,False,0.514,0.344,10,-8.849,1,0.848,0.000815,0.111,0.0378,98.404,194885,4
1023,0AcpVFnVlCTRLD5F3AQvq3,My Lady Got Two Men,Atmosphere,0,2014-05-05,False,0.694,0.555,10,-5.502,1,0.27,0.0,0.138,0.485,89.009,261507,4
1024,0jCGo9MLTR98iPUQCT0p5r,My Song 5,HAIM,42,2013-09-30,False,0.65,0.658,11,-5.698,0,0.331,0.0,0.108,0.863,152.496,232107,4
1025,3pgGvBFoBwJC2OlpRtWDjO,Wild World,Cassandra Jenkins,0,2015-03-10,False,0.506,0.304,2,-12.136,1,0.24,0.00102,0.162,0.141,119.455,231517,4
1026,6Hw4G2tOBbFCayFxSLYYSg,You've Got Me Running in Circles,Sonny Cleveland,0,2015-09-25,False,0.724,0.656,7,-7.351,1,0.462,0.00703,0.0934,0.695,110.968,170816,3
1027,02w0r1GZyjxznxAkHDnZnQ,"Changed The Locks - Live (2003/The Fillmore, San Francisco)",Lucinda Williams,22,2005-01-01,False,0.359,0.798,9,-4.841,1,0.02,1.5e-06,0.991,0.668,146.046,247893,4
1028,3fqwjXwUGN6vbzIwvyFMhx,Tennessee Whiskey,Chris Stapleton,86,2015-05-04,False,0.392,0.37,9,-10.888,1,0.205,0.0096,0.0821,0.512,48.718,293293,4
1029,64lGOBE0UWUkRXOzMP7Lmr,Clint Eastwood,Trey Anastasio,0,2012-01-01,False,0.64,0.632,8,-6.363,1,0.025,5.07e-05,0.22,0.346,81.968,224080,4
1030,5iXuX70Sxp6sKdumBcQQW7,Katie Queen Of Tennessee,The Apache Relay,0,2014-01-01,False,0.56,0.913,2,-5.388,1,0.101,0.000207,0.255,0.723,127.022,204653,4
1031,0MAWeTjUWhKGzMKMd1s8tu,Lost in a Crowd,Fantastic Negrito,0,2015-07-24,False,0.559,0.522,11,-6.66,0,0.373,0.000125,0.401,0.377,169.529,299973,3
1032,6yTwG7uJuuhCekZp82ySr3,Change the Channel,Francesco Yates,7,2015-09-11,False,0.768,0.665,6,-5.991,0,0.0424,0.0,0.0876,0.717,91.063,232413,4
1033,0tfJ4wcUYmwiEz2WcLyqVL,The Bad Days,David Ramirez,35,2013-05-06,False,0.552,0.36,2,-4.991,1,0.754,2.36e-06,0.211,0.198,124.768,252329,4
1034,5IJnj6Um7jVuRPT4WGj1z6,Let's Be Still,The Head And The Heart,0,2013-10-15,False,0.636,0.411,9,-10.723,1,0.678,0.00425,0.106,0.564,130.679,268347,4
1035,3u47oYrEeYsNOZAwWSUSpK,Baby Blue (with Diamonds),Zachary Kibbee,27,2015-09-18,False,0.505,0.178,7,-17.396,1,0.366,0.0,0.083,0.467,176.806,255008,3
1036,40WXqoyOLAAugGmJWZU1FY,All The Time,Bahamas,0,2014-08-19,False,0.711,0.468,4,-4.797,0,0.63,0.00427,0.087,0.533,127.458,234973,4
1037,0xzbke7HpmPXI2I3b8ivYB,Look Like a Bird,Amanda Shires,23,2013-08-06,False,0.82,0.468,9,-13.659,1,0.619,0.00107,0.103,0.577,126.613,209653,4
1038,27TigaHEFtCLEs9lKZZJtR,FourFiveSeconds (feat. Matthew Szlachetka),Matthew Szlachetka,0,2015-02-12,False,0.615,0.574,2,-5.813,1,0.377,0.0,0.29,0.608,111.203,208427,4
1039,275a9yzwGB6ncAW4SxY7q3,Panda,Desiigner,70,2016-02-26,True,0.685,0.731,10,-5.503,0,0.0292,0.0,0.369,0.266,145.245,247867,4
1040,6QINlZTl5PrAJ92l3FxziG,Until the End of Time,The Benjamin Wright Orchestra,0,2006-09-12,False,0.798,0.402,11,-6.595,0,0.216,0.0,0.157,0.388,119.857,322600,4
1041,52N5oWWmUfxL9XO6OAnADG,Gold Dust Woman,Grace Potter,20,2015-01-01,False,0.472,0.59,0,-7.866,1,0.533,0.00912,0.263,0.284,130.543,383947,4
1042,5cr5x6P4jXpDJE4KgkCdDY,Not My Day,Keith James,35,2015-02-09,False,0.742,0.592,1,-6.276,1,0.397,0.0,0.282,0.328,125.979,188403,4
1043,5bIOaGjf4RuPoBMTt5DkqC,Then Came the Morning,The Lone Bellow,34,2015-01-26,False,0.464,0.646,10,-5.641,1,0.582,0.000261,0.116,0.472,125.001,251787,3
1044,4zzi2eD2cEPpQ3a307mPPj,Billie Jean,The Civil Wars,60,2012,False,0.532,0.203,9,-8.524,0,0.829,0.0,0.108,0.543,89.646,259920,4
1045,3twEx52dboO1CqWu5x1i2h,Fire,Barns Courtney,44,2015-10-23,False,0.553,0.635,10,-6.06,0,0.208,0.000672,0.076,0.45,108.38,197523,4
1046,04Z5ufkIWALDfaNcB3DjGg,Twirl Me (feat. The Polish Ambassador & Ayla Nereo),The Polish Ambassador,0,2013-07-16,False,0.605,0.527,0,-7.498,1,0.0221,0.000102,0.17,0.184,80.013,337033,4
1047,1MSM3Fo2fvnwVqMcz8Jhjq,Cecilia And The Satellite,Andrew McMahon in the Wilderness,63,2014-10-14,False,0.381,0.844,5,-7.123,1,0.0131,0.0,0.318,0.239,194.0,223880,4
1048,51smFapgFWeLKrU41oGDVQ,Weeds or Wishes,Erin & The Wildfire,9,2014-06-24,False,0.568,0.553,7,-8.063,1,0.0916,2.03e-05,0.0736,0.499,135.129,263387,4
1049,3xRzUblYGZhVs52fMjii7R,Off The Ground,The Record Company,59,2016-01-01,False,0.543,0.696,7,-4.572,1,0.601,0.215,0.384,0.849,92.15,253747,4
1050,45pHFBSE1DsPuoEHmh14h5,So Long Gone,Dan Auerbach,0,2014-06-02,False,0.374,0.556,9,-5.985,0,0.0828,0.0154,0.187,0.382,117.434,212876,4
1051,5BrN8NTopdMoVuidy7jFRo,Every Night,Walker Lukens,38,2015-03-11,False,0.565,0.755,8,-4.55,0,0.255,0.0,0.121,0.53,111.779,174736,4
1052,0NefQ8Xr3yIFf6UYMifQAT,Something's Happening to Me,Arum Rae,30,2014-04-22,False,0.675,0.88,0,-3.186,0,0.286,0.0449,0.0567,0.744,180.055,148121,4
1053,4lajYC68T7pJGVGIey962P,Do It Right,Anne-Marie,49,2015-11-20,False,0.644,0.645,3,-8.562,0,0.0123,1.75e-06,0.121,0.74,130.005,195984,4
1054,7zeCIWu37bKFJuem8MTyM1,Go It Alone,Beck,56,2005-01-01,False,0.869,0.393,1,-10.438,1,0.557,0.557,0.105,0.519,149.953,248840,4
1055,6k0FKuPLifKrFgiLKhmOQM,Bed on Fire,Butch Walker,20,2015-02-03,False,0.444,0.489,9,-5.655,0,0.185,0.000121,0.103,0.192,116.474,238000,4
1056,2Dmw4LdpDKYFjKZ7hj1XAh,Darlin',Houndmouth,0,2015-03-17,False,0.472,0.347,3,-8.011,1,0.344,0.0379,0.101,0.363,116.904,258480,3
1057,0akQaMZwNk2mG4PeP7vCgN,Let 'Em In,The Bros. Landreth,0,2015-10-09,False,0.692,0.586,10,-5.517,1,0.229,1.03e-05,0.335,0.599,87.079,252234,4
1058,5HQ2MITz7gbPTbitRrbgKo,He Calls Me Mama,Maggie Koerner,25,2013-04-23,False,0.465,0.576,10,-7.687,1,0.0693,0.00186,0.0815,0.446,126.086,199773,3
1059,5yi5pCjZ2FTUm64yIsoe1B,No One Knows,Twin Danger,3,2015-03-27,False,0.358,0.387,7,-7.105,0,0.413,1.41e-06,0.0727,0.3,78.828,245733,4
1060,4Ad5nJbC73ipQftk9yNfYF,"Baby, I'm Bad Weather",Toussaint Morrison,0,2012-08-21,False,0.762,0.666,7,-6.796,1,0.548,0.0,0.126,0.802,101.12,206407,4
1061,28dlCdYr3KIrFp9F9jSX6M,Getting Ready to Get Down,Josh Ritter,4,2015-07-31,False,0.836,0.799,5,-4.917,1,0.154,0.0,0.0801,0.906,107.009,196187,4
1062,4PPVHBwAiIqzxbfkL6EgsJ,Hailstorms,Hugo,39,2014-12-17,False,0.694,0.524,8,-6.145,1,0.315,5.22e-05,0.0828,0.393,149.137,208067,4
1063,248hvFUDLVSnjCCX0DRsRn,Ain't No Rest for the Wicked,Lennon & Maisy,32,2015-09-08,False,0.377,0.68,9,-8.175,0,0.822,4.72e-06,0.136,0.58,79.884,189000,4
1064,0ynNBNRP04AVB599YiMHQW,Clothes Off - Single Version,Ria Mae,31,2015-05-12,False,0.679,0.714,11,-7.263,0,0.136,1.25e-06,0.322,0.587,94.618,203670,4
1065,1dmbBj2VXdW7lQnrciKTay,Call the Doctor,Ellen Once Again,19,2013-02-05,False,0.812,0.67,0,-7.313,0,0.279,0.0,0.115,0.605,99.005,160707,4
1066,2hJFTKNVkMEGlOw2NBhadM,The Honey,SAYGRACE,26,2015-05-26,False,0.628,0.743,7,-5.268,0,0.486,0.0,0.329,0.78,80.0,248080,4
1067,3f4kPRDrHsdWupCabXJdMI,Call It What It Is,Ben Harper And The Innocent Criminals,0,2016-02-12,False,0.649,0.565,0,-7.752,1,0.457,7.05e-06,0.107,0.47,132.01,227600,4
1068,3fYF9nA8UKZeMc1d80dtc9,Let the Rhythm Just,Ayla Nereo,0,2014-06-10,False,0.818,0.719,2,-6.916,1,0.309,0.000197,0.0779,0.785,98.009,355386,4
1069,6jCuYSwolhXm9umvZvv6ko,Keep Lying (Demo),Donna Missal,39,2015-10-08,True,0.481,0.415,8,-5.293,0,0.275,0.000697,0.162,0.276,133.07,254421,3
1070,3VRXedC3QOvXZATRGlAyDR,Starin' At It,Maliibu N Helene,23,2014-02-03,True,0.765,0.578,7,-6.798,1,0.00536,2.33e-05,0.319,0.607,85.017,227573,4
1071,7CAKoHG0wkAS48MfvoZLiY,Vigilante,Josh Tarp and the Still,23,2014-06-13,False,0.899,0.221,9,-7.575,0,0.606,3.84e-05,0.0649,0.57,136.07,133539,4
1072,3VbqNeIsmXltC6jiYSkKcs,Defense,Sarah Jaffe,21,2014-08-19,False,0.712,0.7,4,-9.28,1,0.0136,0.0122,0.112,0.397,99.993,286680,4
1073,2uJxcVSXBDUQAYJtHD6qjg,Monkey Tree - UK Mix,Mother Mother,44,2015-04-07,False,0.53,0.877,10,-3.367,1,0.114,0.000204,0.165,0.622,76.975,201733,4
1074,0LWfUHni3AITNe28V3wo3j,California Girls,NoMBe,0,2015-03-15,False,0.708,0.533,6,-7.148,0,0.172,0.0404,0.112,0.536,78.039,216923,4
1075,6obw4kNNFTD9AcJmS23fOG,Baby It's You,Mapei,7,2014-09-19,False,0.676,0.703,0,-6.832,1,0.461,0.000274,0.318,0.312,112.028,191573,4
1076,5CgFGKdTn8R5dXGEPEX6Gm,Luxury,Audra Mae,52,2014-09-23,False,0.67,0.393,9,-9.158,1,0.0159,0.000307,0.104,0.193,77.461,243459,4
1077,4bH66CrGzBO0XohjEynnQ4,If You Ain't Never Had the Blues,Boo Boo Davis,35,2014-04-09,False,0.719,0.495,2,-8.768,1,0.0405,0.67,0.112,0.172,100.009,295425,4
1078,1sEhjL5tpYtjNPlnc8jATm,Giant,Matrimony,32,2014-05-02,False,0.6,0.425,11,-7.499,0,0.703,0.0,0.0833,0.357,124.004,231413,4
1079,1AJQgluvsl5LH2kz9b2Y37,First,Cold War Kids,0,2015-03-09,False,0.464,0.714,2,-3.969,1,0.0225,1.62e-06,0.447,0.58,77.997,200947,4
1080,4IVC8upAZDLW6A6XXkyahQ,America For Me,Alex Ebert,0,2014-12-16,False,0.442,0.239,11,-16.335,1,0.785,0.578,0.115,0.19,154.132,251799,3
1081,5hzYEPlHm5nHEGCvQJg6QG,Your Soul,Hippie Sabotage,0,2014-03-11,False,0.487,0.68,7,-8.497,0,0.000599,0.0339,0.144,0.0752,94.46,324807,3
1082,2qdP4opHhLkDUGxzirBy8M,Skinny Love - Fareoh Remix,Fareoh,30,2014-08-19,False,0.405,0.586,9,-5.483,1,0.0855,4.93e-06,0.647,0.159,174.381,240000,4
1083,7r0k6XzTenNeHGMeQdRe9G,Fanfare,Magic City Hippies,0,2015-07-28,True,0.585,0.62,6,-9.075,1,0.0124,0.0164,0.135,0.725,80.021,264000,4
1084,1yTDBH044bz0jV1arvSDwz,Love Gone Wrong,You+Me,39,2014-10-08,False,0.521,0.271,11,-9.55,0,0.783,0.0,0.0935,0.346,122.663,261773,4
1085,6osjC6d80NrBOkGey7xVlh,Inevitable,Natasha Kmeto,0,2014-06-13,False,0.618,0.569,1,-8.313,0,0.0767,2.97e-06,0.382,0.151,130.049,210767,4
1086,67pcLx6RuAzEk5VGJxJkmJ,Show Your Colors,Genevieve,0,2015-03-10,False,0.46,0.78,2,-4.584,1,0.00117,2.54e-06,0.423,0.594,163.814,202968,4
1087,42PzraSUhIh6vx4Q0AEwiH,Prisoner (feat. Chance the Rapper),Chance the Rapper,20,2015-05-12,False,0.502,0.353,4,-9.045,0,0.533,0.0,0.137,0.559,71.722,200520,4
1088,2C0YHbPLT1Hp40awblZeOS,Hold Yah,Rocstrong,7,2015-05-10,False,0.783,0.848,7,-5.1,1,0.000434,0.0,0.405,0.405,96.03,231106,4
1089,0VTBsLV9fLSPX6D5K3k3L4,If I'm Unworthy,Blake Mills,38,2014-09-16,False,0.557,0.252,1,-10.704,1,0.742,0.0197,0.107,0.509,75.408,283080,4
1090,62vpWI1CHwFy7tMIcSStl8,No Role Modelz,J. Cole,10,2014-12-09,True,0.692,0.521,10,-8.465,0,0.301,0.0,0.0565,0.463,100.45,292987,4
1091,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,89,2015-05-15,False,0.734,0.637,4,-5.677,0,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
1092,795gWShJqWUwxm3W6koQxg,Wild Horses,Bishop Briggs,0,2015-09-23,False,0.748,0.501,0,-8.104,0,0.251,0.0,0.131,0.23,140.066,193714,4
1093,2KWngvFybhtt7S4GV5Q0YC,You Got It,Welshly Arms,0,2014-02-25,False,0.552,0.566,9,-8.111,1,0.115,1.64e-06,0.143,0.156,117.073,216647,4
1094,07s4gunupLyKvqFQY5KfHP,The Healing,Gary Clark Jr.,35,2015-09-11,False,0.562,0.691,7,-7.507,0,0.0248,0.000214,0.276,0.306,87.99,288707,4
1095,6xtjkYzU5eBThLBHAmIRWX,All My Friends,Dylan Kelly,31,2015-01-13,False,0.582,0.604,6,-6.778,1,0.473,1.32e-05,0.21,0.722,170.031,195933,4
1096,0iHhusPy0lEOk3lvfxBOfO,Just Kids,Mat Kearney,20,2015-02-24,False,0.485,0.421,6,-11.4,1,0.665,0.00029,0.218,0.227,94.047,292120,4
1097,230TcPZOn20Y6adr0K2dGw,Half The Man,Rozzi,29,2015-02-16,False,0.529,0.319,3,-8.036,0,0.681,0.0,0.135,0.241,160.019,256027,3
1098,7HnkUNPrhRurdGEm9nRYFH,Death & Taxes,Daniel Caesar,61,2015-11-12,False,0.448,0.328,7,-11.132,1,0.803,9.34e-05,0.347,0.209,113.941,305081,3
1099,1v07ywlVYd02pOCnXRBDNA,Menswear,The 1975,52,2013,False,0.708,0.539,1,-10.281,1,0.541,0.0179,0.0856,0.159,97.015,206738,4
1100,1YI4b8Wy9CdGiacUy54RIQ,Mykonos (feat. Fleet Foxes),Fleet Foxes,29,2012-11-19,False,0.413,0.555,11,-9.699,0,0.172,0.000309,0.256,0.548,121.976,273545,4
1101,2NcstvY8H9PVQ0DMNGHckh,America's Sweetheart,Elle King,65,2015-02-13,False,0.528,0.928,1,-3.925,1,0.0208,5.75e-06,0.376,0.4,128.01,245547,4
1102,07GYADXL79sNqdX26o7ss3,I Mean Something,Feist,15,2015-09-25,True,0.722,0.73,4,-4.5,1,0.137,0.0129,0.243,0.336,139.964,216107,4
1103,15JwrZNa3W8WChqDuQevJy,King And Cross,Ásgeir,0,2013-10-29,False,0.705,0.473,1,-11.151,0,0.277,0.0037,0.107,0.425,100.005,212679,3
1104,2ALFO1JJBhMo7cNNsKlfHd,State Of The Art (A.E.I.O.U.),Jim James,0,2013-01-01,False,0.418,0.512,0,-9.985,1,0.639,0.0097,0.214,0.195,144.439,317400,4
1105,5ptxcmrUfNuLQezXE1Polu,Hummed Low,Odessa,43,2015-02-24,False,0.436,0.5,9,-11.057,1,0.535,5.6e-06,0.101,0.444,189.883,215173,3
1106,5P5XkNxMmts3qHs2LvRIZr,"Lady, You Shot Me",Har Mar Superstar,0,2013-04-23,False,0.407,0.806,11,-5.407,1,0.0151,0.0213,0.257,0.469,110.853,180974,4
1107,5MOenRdksVBcLCNTdC23BG,Therapy,Mary J. Blige,0,2014-11-28,False,0.54,0.525,6,-6.368,1,0.547,0.0,0.149,0.44,81.619,202726,4
1108,3y8AEUef1AVfr0npU5UOa9,Dangerous (feat. Joywave),Joywave,7,2013,False,0.757,0.578,0,-3.886,1,0.011,0.00672,0.127,0.954,102.96,280427,4
1109,77x96TdWdkIia82QqU35SD,Fool for Love,Lord Huron,59,2015-04-07,False,0.618,0.765,5,-6.268,1,0.598,0.271,0.113,0.233,91.005,274705,4
